"run_ID"	"psi_z0_row1"	"psi_z1_row1"	"nu_row1"	"rho_row1"	"estimYs_row1"	"sd_row1"	"quantile025_row1"	"quantile975_row1"	"CIlength95_row1"	"psi_z0_row2"	"psi_z1_row2"	"nu_row2"	"rho_row2"	"estimYs_row2"	"sd_row2"	"quantile025_row2"	"quantile975_row2"	"CIlength95_row2"	"psi_z0_row3"	"psi_z1_row3"	"nu_row3"	"rho_row3"	"estimYs_row3"	"sd_row3"	"quantile025_row3"	"quantile975_row3"	"CIlength95_row3"	"psi_z0_row4"	"psi_z1_row4"	"nu_row4"	"rho_row4"	"estimYs_row4"	"sd_row4"	"quantile025_row4"	"quantile975_row4"	"CIlength95_row4"	"psi_z0_row5"	"psi_z1_row5"	"nu_row5"	"rho_row5"	"estimYs_row5"	"sd_row5"	"quantile025_row5"	"quantile975_row5"	"CIlength95_row5"	"psi_z0_row6"	"psi_z1_row6"	"nu_row6"	"rho_row6"	"estimYs_row6"	"sd_row6"	"quantile025_row6"	"quantile975_row6"	"CIlength95_row6"	"psi_z0_row7"	"psi_z1_row7"	"nu_row7"	"rho_row7"	"estimYs_row7"	"sd_row7"	"quantile025_row7"	"quantile975_row7"	"CIlength95_row7"	"psi_z0_row8"	"psi_z1_row8"	"nu_row8"	"rho_row8"	"estimYs_row8"	"sd_row8"	"quantile025_row8"	"quantile975_row8"	"CIlength95_row8"
1	0	0	0	0.1	0.146201602771187	0.0371127319115698	0.0702779303206747	0.216320435713626	0.146042505392951	0	0	0	0.2	0.268323437701088	0.0676559325864977	0.127313401466503	0.398070787701812	0.270757386235308	0	0	1	0.1	0.128168173588461	0.0321740461267598	0.0610214770238733	0.189683003250102	0.128661526226229	0	0	1	0.2	0.272077026004132	0.0680867279341223	0.129773853214645	0.40319474748434	0.273420894269695	0	0	2	0.1	0.133708349922455	0.0334200521777528	0.0641234516116306	0.197321003231222	0.133197551619592	0	0	2	0.2	0.292270429105396	0.0729718899926483	0.139351284448565	0.432442514663785	0.29309123021522	0	0	3	0.1	0.142352374142337	0.0355478250920514	0.0677585309060808	0.208783476540441	0.141024945634361	0	0	3	0.2	0.314026741477845	0.0783140679675106	0.151282086116392	0.461648674457972	0.31036658834158
95	0	0	0	0.1	0.224290620022228	0.0404488288620649	0.145781413128823	0.2992505107815	0.153469097652677	0	0	0	0.2	0.420129610377449	0.0755162069286229	0.273404460228673	0.563965513489053	0.290561053260379	0	0	1	0.1	0.202433626406481	0.0367172086254244	0.130563040065925	0.276563482762418	0.146000442696493	0	0	1	0.2	0.43421459967328	0.0787110679272528	0.281049823302306	0.593526811934413	0.312476988632107	0	0	2	0.1	0.213644524995682	0.0389171139669738	0.137200523913248	0.294329356936791	0.157128833023543	0	0	2	0.2	0.47043894126278	0.0857260030377694	0.302123634910981	0.65017913829195	0.348055503380968	0	0	3	0.1	0.22864672958702	0.041694299424771	0.146192432441212	0.316538546623758	0.170346114182545	0	0	3	0.2	0.507671279736929	0.0928307231496315	0.327340650119207	0.705559329517035	0.378218679397828
53	0	0	0	0.1	0.204338872419574	0.0374123048804778	0.134457408416438	0.275853862296641	0.141396453880203	0	0	0	0.2	0.381970917159556	0.0696068314291638	0.252093568229134	0.513647425067503	0.26155385683837	0	0	1	0.1	0.18467949565017	0.033845048120458	0.120853815714395	0.249401242639576	0.128547426925181	0	0	1	0.2	0.396173572470032	0.0724382165457307	0.259741695062993	0.53530173246485	0.275560037401857	0	0	2	0.1	0.195512237566357	0.0358619332012737	0.128173547221149	0.265306990289896	0.137133443068747	0	0	2	0.2	0.430443022170078	0.0788269449103075	0.282585149478286	0.58022147564043	0.297636326162144	0	0	3	0.1	0.209752940397973	0.0384508682539275	0.137508452350718	0.28453125895685	0.147022806606133	0	0	3	0.2	0.465435395491683	0.0854081131635968	0.304757383719311	0.629620474300358	0.324863090581047
99	0	0	0	0.1	0.245072693013855	0.0410993771237962	0.168138639223037	0.327416308981965	0.159277669758928	0	0	0	0.2	0.450189834020972	0.0748845044887783	0.307208547525277	0.600814608074406	0.293606060549128	0	0	1	0.1	0.207301740401166	0.0348265289916265	0.142568270999907	0.280128152135473	0.137559881135567	0	0	1	0.2	0.440988572869118	0.0736914216744892	0.303021027829515	0.592352483277306	0.289331455447791	0	0	2	0.1	0.212597811625529	0.0356117530707336	0.146545214665121	0.285475801143767	0.138930586478646	0	0	2	0.2	0.465752498578382	0.0779187372669171	0.321155600599209	0.626465326648417	0.305309726049208	0	0	3	0.1	0.2241959880664	0.0375940857333693	0.154189562116326	0.301005326034032	0.146815763917706	0	0	3	0.2	0.495871128235531	0.0830042172535457	0.342465849353545	0.66380873541105	0.321342886057506
146	0	0	0	0.1	0.223678019379779	0.0347042536120756	0.159164647570487	0.293154849495512	0.133990201925025	0	0	0	0.2	0.412051806066714	0.0636198234294403	0.294373476936729	0.537201082009494	0.242827605072764	0	0	1	0.1	0.199126320586621	0.031062739399245	0.140494873777237	0.260488370164928	0.119993496387692	0	0	1	0.2	0.424767117075864	0.0660543189082165	0.301414419495341	0.560165140361715	0.258750720866374	0	0	2	0.1	0.210406310972641	0.0328526864335772	0.150722359110754	0.27702289676127	0.126300537650517	0	0	2	0.2	0.461074906085326	0.0719841528034032	0.330119038503447	0.607785257923666	0.27766621942022	0	0	3	0.1	0.225627109772519	0.0353369709160508	0.160340270800701	0.296768639589619	0.136428368788918	0	0	3	0.2	0.498546338144093	0.0782825717035105	0.354651347335054	0.656125836143821	0.301474488808767
227	0	0	0	0.1	0.17990971156566	0.0358787881227926	0.1123141005831	0.251862143878559	0.139548043295458	0	0	0	0.2	0.342368213383041	0.0677222717031185	0.21620101464424	0.479386924207216	0.263185909562976	0	0	1	0.1	0.172135993793876	0.0341014240150247	0.107499944140265	0.243520916516215	0.136020972375951	0	0	1	0.2	0.372816699823069	0.0736506498272122	0.235666375283677	0.523644509802859	0.287978134519183	0	0	2	0.1	0.187048944826536	0.0370418960416653	0.118102980549748	0.264171178510753	0.146068197961005	0	0	2	0.2	0.414298423105706	0.0819930854539814	0.262838660433559	0.58427731080551	0.321438650371951	0	0	3	0.1	0.203409189634379	0.0402601120150162	0.129149175444053	0.285998497993844	0.156849322549791	0	0	3	0.2	0.453545979368838	0.0899974285789208	0.289628973964436	0.640279345133335	0.350650371168899
222	0	0	0	0.1	0.161392047908527	0.0354201141056755	0.0937220508836025	0.23415095729615	0.140428906412547	0	0	0	0.2	0.298528327622585	0.0652423163170514	0.171940825382728	0.431868514469992	0.259927689087264	0	0	1	0.1	0.143517990228585	0.031450945040969	0.0827740475119964	0.206205411218855	0.123431363706859	0	0	1	0.2	0.307075828743307	0.0672382921309793	0.177901096171457	0.443300682349487	0.26539958617803	0	0	2	0.1	0.151899900662679	0.0333552692487576	0.0876011347145766	0.219309846080847	0.131708711366271	0	0	2	0.2	0.333615087210008	0.0733300563800769	0.192734113754375	0.484051465488082	0.291317351733707	0	0	3	0.1	0.163027566824708	0.0358597261839734	0.0931065171825861	0.237743992067009	0.144637474884423	0	0	3	0.2	0.360879496044368	0.0795436674255957	0.208867132047939	0.526103359208463	0.317236227160525
212	0	0	0	0.1	0.226385270177341	0.0341515274758095	0.156511064684196	0.291046624623944	0.134535559939749	0	0	0	0.2	0.419857477745575	0.0629245505480708	0.294019984945744	0.53939366131767	0.245373676371925	0	0	1	0.1	0.202696376958555	0.0304633600342478	0.141161502937885	0.260618999756852	0.119457496818967	0	0	1	0.2	0.434350089563849	0.0651545873544149	0.30244045705744	0.557557545962195	0.255117088904754	0	0	2	0.1	0.21507126709328	0.0324137791475462	0.150564796492165	0.276855305656455	0.12629050916429	0	0	2	0.2	0.472806679022543	0.0712090351300898	0.329204473046391	0.613927814319578	0.284723341273187	0	0	3	0.1	0.231122936729022	0.0348698541389732	0.162007769158361	0.300008452994992	0.138000683836631	0	0	3	0.2	0.512138675047571	0.0774544461701402	0.35849205551158	0.665213149391847	0.306721093880267
25	0	0	0	0.1	0.216195347973234	0.0377276198727642	0.139812688736812	0.287458028276296	0.147645339539483	0	0	0	0.2	0.397781893494103	0.0690994787899014	0.259165160927385	0.532057953267863	0.272892792340477	0	0	1	0.1	0.188507441792742	0.0329223499573453	0.123106793861986	0.252842399281291	0.129735605419305	0	0	1	0.2	0.401415137253221	0.0699697407858527	0.263992164618311	0.540111575551859	0.276119410933548	0	0	2	0.1	0.19671967844277	0.0343771361592498	0.129152032094784	0.26540957903454	0.136257546939755	0	0	2	0.2	0.431016629244517	0.0754121774296902	0.28464005558941	0.580703828324899	0.29606377273549	0	0	3	0.1	0.209503894636571	0.0367033255643673	0.138836172976035	0.281744808014684	0.142908635038649	0	0	3	0.2	0.463151724578617	0.0813050382025816	0.306052948895808	0.625904718343835	0.319851769448027
61	0	0	0	0.1	0.155501884319116	0.0333807224461032	0.0908406566931092	0.221279587405448	0.130438930712339	0	0	0	0.2	0.289030870002125	0.0617987073385537	0.170319573217249	0.410800560294403	0.240480987077154	0	0	1	0.1	0.142089462512021	0.0303521983255452	0.0849878223575369	0.20176139651714	0.116773574159603	0	0	1	0.2	0.304231122784061	0.0648687148757126	0.181759916125731	0.432457568339135	0.250697652213404	0	0	2	0.1	0.151742889491269	0.0323394212750686	0.0912456910796844	0.215641627320158	0.124395936240474	0	0	2	0.2	0.333429347394836	0.0710991071002005	0.199903812313991	0.474866448359645	0.274962636045655	0	0	3	0.1	0.163725070491274	0.0349141738395807	0.0982158111701138	0.232960644417394	0.13474483324728	0	0	3	0.2	0.362491084501209	0.0773096558614803	0.219589322906665	0.517288309672433	0.297698986765767
96	0	0	0	0.1	0.119973139902697	0.0367792308262814	0.0467620182768646	0.188597765097593	0.141835746820729	0	0	0	0.2	0.222346674748874	0.0681474738812522	0.0866644692107887	0.349660722029809	0.262996252819021	0	0	1	0.1	0.107241488357455	0.0330166124752118	0.0416906969263188	0.168107185457547	0.126416488531228	0	0	1	0.2	0.229300576758067	0.0705909889525232	0.0888651693314059	0.359833493937328	0.270968324605922	0	0	2	0.1	0.11334691776088	0.0349980886364773	0.0438106653240677	0.178420527646121	0.134609862322054	0	0	2	0.2	0.248946929542865	0.0768595676364549	0.0966239153655964	0.393240596214953	0.296616680849357	0	0	3	0.1	0.121601734841288	0.0376114665165046	0.0475287867152288	0.193136599000356	0.145607812285128	0	0	3	0.2	0.269141160053383	0.0833168327445362	0.104493788505704	0.426133721887709	0.321639933382005
39	0	0	0	0.1	0.110132546707948	0.0348864223382811	0.041170437130946	0.181670927083118	0.140500489952172	0	0	0	0.2	0.202812373138254	0.0641800894856119	0.0765472845772348	0.335713905869342	0.259166621292107	0	0	1	0.1	0.0946754440787528	0.0299568292224829	0.0360407156842697	0.154554880388593	0.118514164704324	0	0	1	0.2	0.202261209924591	0.0640258823265968	0.0765296330024285	0.330207863975699	0.25367823097327	0	0	2	0.1	0.0985965856709672	0.0312490699902374	0.0371572931052238	0.159552811917981	0.122395518812757	0	0	2	0.2	0.216410539560189	0.0686026447657369	0.0819435833586321	0.351252892644493	0.269309309285861	0	0	3	0.1	0.104905809213828	0.0332248813330204	0.0400148614386397	0.169190593383014	0.129175731944375	0	0	3	0.2	0.232271970737894	0.0736355637966678	0.0867289598391633	0.374357931531614	0.287628971692451
105	0	0	0	0.1	0.163668818199011	0.0348903955138561	0.0991305636608222	0.23042449314337	0.131293929482548	0	0	0	0.2	0.309435357322709	0.0655096514168095	0.188091054051767	0.435954619781123	0.247863565729356	0	0	1	0.1	0.155080155831493	0.0330448244627993	0.0919537107372571	0.218131259602762	0.126177548865505	0	0	1	0.2	0.334374836667694	0.0709916064163621	0.198981174814505	0.4676111706978	0.268629995883295	0	0	2	0.1	0.167666936948948	0.0357268740063893	0.0998251295319509	0.238198206859312	0.138373077327361	0	0	2	0.2	0.370151075527966	0.0787973492335851	0.222474999990219	0.524251370892495	0.301776370902276	0	0	3	0.1	0.181848945803842	0.0388112877273471	0.108084291764163	0.258597734581767	0.150513442817605	0	0	3	0.2	0.404472082057053	0.0862947883057527	0.243631542093241	0.57450881000891	0.330877267915669
102	0	0	0	0.1	0.133774239581018	0.0345392276481315	0.064759919782317	0.19721865682086	0.132458737038543	0	0	0	0.2	0.252831512747971	0.0651320383933221	0.12187997862973	0.377667660410153	0.255787681780424	0	0	1	0.1	0.125073594620396	0.0323519630016316	0.0602990200640745	0.184861308819227	0.124562288755153	0	0	1	0.2	0.270341841499204	0.0698977516055734	0.129121245817441	0.399991329405216	0.270870083587775	0	0	2	0.1	0.134999813716951	0.0349886489405828	0.0642365716764447	0.200002587259602	0.135766015583157	0	0	2	0.2	0.298574490110742	0.0775063270257167	0.141937760849841	0.442513954422531	0.30057619357269	0	0	3	0.1	0.146320748121167	0.0380718460367505	0.0701247806247385	0.217194781192241	0.147070000567503	0	0	3	0.2	0.32597116404	0.0847317503148917	0.154456681504685	0.484571768484217	0.330115086979533
64	0	0	0	0.1	0.160792002350523	0.0354816894127542	0.0904029850957848	0.233676293342613	0.143273308246828	0	0	0	0.2	0.299735540233994	0.0657828881303236	0.168151078489726	0.43389875404248	0.265747675552754	0	0	1	0.1	0.145004323838302	0.0317994847827067	0.0807132310548807	0.211384964531802	0.130671733476921	0	0	1	0.2	0.311091551347193	0.0680523683181253	0.171576303247593	0.451889944423679	0.280313641176086	0	0	2	0.1	0.153902169952021	0.0337155666933114	0.085261690782823	0.223497500435565	0.138235809652742	0	0	2	0.2	0.338657388767002	0.0742090834485666	0.187990251087873	0.491985457894461	0.303995206806588	0	0	3	0.1	0.165373579743786	0.0362371478242001	0.0923723403269204	0.239134915204572	0.146762574877651	0	0	3	0.2	0.366801284000332	0.0805225309692376	0.20477071048702	0.534648008959696	0.329877298472676
127	0	0	0	0.1	0.154401899593444	0.0360155651267851	0.0891991894383307	0.227282913763244	0.138083724324913	0	0	0	0.2	0.291622476190357	0.0678269869638442	0.167967399745477	0.426118469511728	0.258151069766252	0	0	1	0.1	0.140984945666268	0.0327672101049015	0.0800079594355712	0.207405984205951	0.127398024770379	0	0	1	0.2	0.304877379976823	0.0708138130503794	0.173071807217235	0.448436214068192	0.275364406850957	0	0	2	0.1	0.150659731593976	0.0349767713066819	0.0855506222352971	0.218873653519991	0.133323031284694	0	0	2	0.2	0.333480049126814	0.0774537568732267	0.18961751070924	0.484781688957295	0.295164178248055	0	0	3	0.1	0.162410558554026	0.0376297593774504	0.092151227212787	0.234820548090758	0.142669320877971	0	0	3	0.2	0.362136151096	0.0839922528053183	0.206537135725569	0.525321846025852	0.318784710300282
3	0	0	0	0.1	0.105236761902201	0.0362148255408132	0.033040109201938	0.176052130656275	0.143012021454337	0	0	0	0.2	0.195114310374075	0.0669743866395029	0.0607358966929937	0.327131567108118	0.266395670415124	0	0	1	0.1	0.0960700631294764	0.0327439424900049	0.0303482072793879	0.158845068494856	0.128496861215468	0	0	1	0.2	0.205143913484765	0.0699545618125885	0.0648458564802794	0.33847894273763	0.27363308625735	0	0	2	0.1	0.102418041742433	0.03484473800352	0.0316180564544771	0.168363369512528	0.136745313058051	0	0	2	0.2	0.224490809531428	0.0764603043384779	0.0708473853070389	0.372032605125454	0.301185219818416	0	0	3	0.1	0.11026528987496	0.0375534643297861	0.0345910835478411	0.183119416519701	0.14852833297186	0	0	3	0.2	0.243861725474792	0.0829554467530134	0.0778334636011971	0.404652496902182	0.326819033300985
190	0	0	0	0.1	0.21903114296053	0.0369352550175672	0.149281096986871	0.290408817525737	0.141127720538866	0	0	0	0.2	0.410835272507274	0.0691049760898014	0.282431117886699	0.550672762454105	0.268241644567406	0	0	1	0.1	0.200728776209404	0.034260159535781	0.138835908438733	0.270320361280607	0.131484452841874	0	0	1	0.2	0.431979899917685	0.0737199428955765	0.29903866497429	0.584778050070947	0.285739385096657	0	0	2	0.1	0.214489462563739	0.0367808283441571	0.147694573710134	0.293494909009273	0.14580033529914	0	0	2	0.2	0.472989186096455	0.0811783636648906	0.323903198513608	0.65006217181984	0.326158973306233	0	0	3	0.1	0.231243229025413	0.039722139272801	0.158173039076001	0.317335458376513	0.159162419300513	0	0	3	0.2	0.513813711796256	0.0884225270007956	0.353998654483594	0.707236603066471	0.353237948582877
121	0	0	0	0.1	0.22900073879378	0.0359719052469797	0.158283912179278	0.300595907501635	0.142311995322357	0	0	0	0.2	0.422738585837768	0.0659379037111594	0.292728033497161	0.555070512975789	0.262342479478628	0	0	1	0.1	0.203319045085196	0.0319947924560586	0.140964284710958	0.265439384440093	0.124475099729135	0	0	1	0.2	0.433848951719295	0.0682242101513693	0.30074974573716	0.566219691792732	0.265469946055572	0	0	2	0.1	0.214171234859951	0.0339176090242178	0.148775959639866	0.279744298135062	0.130968338495196	0	0	2	0.2	0.469564724969617	0.0744635287601475	0.327553855999398	0.615134029015881	0.287580173016483	0	0	3	0.1	0.229269515008594	0.0365152985240073	0.159113583631006	0.300790097759045	0.141676514128038	0	0	3	0.2	0.506967956686405	0.080917472427692	0.355454496985291	0.663452559656715	0.307998062671423
236	0	0	0	0.1	0.154898159879283	0.0364290523105127	0.0854311893159457	0.22414735609818	0.138716166782235	0	0	0	0.2	0.290409072277968	0.0681629996605835	0.159661507967488	0.422622483659265	0.262960975691777	0	0	1	0.1	0.139679265824607	0.0328942634476861	0.0761045101904484	0.203211855930237	0.127107345739789	0	0	1	0.2	0.300644758732154	0.0708122165619959	0.162296521930893	0.439149498860844	0.276852976929951	0	0	2	0.1	0.148268584226773	0.0349572837059433	0.0805402439506232	0.217771759348433	0.137231515397809	0	0	2	0.2	0.327192446580988	0.0772257802126034	0.177148464323823	0.483790623200521	0.306642158876698	0	0	3	0.1	0.159299808453918	0.0376682699743299	0.0857469804061068	0.235569140220982	0.149822159814875	0	0	3	0.2	0.354056317174535	0.0837382949623176	0.191048598211731	0.523803081554382	0.332754483342651
123	0	0	0	0.1	0.225479764083276	0.0377680906061146	0.154984729815415	0.300924502009973	0.145939772194558	0	0	0	0.2	0.423276416417574	0.0705110200450953	0.288990233064205	0.563538055908478	0.274547822844272	0	0	1	0.1	0.206363968314713	0.0347621648437072	0.140981130006674	0.278146266355598	0.137165136348925	0	0	1	0.2	0.443998509064964	0.0748034385781484	0.302539878335399	0.598032374316561	0.295492495981162	0	0	2	0.1	0.220003606237038	0.0373352007919036	0.150455000811555	0.298688714485484	0.148233713673928	0	0	2	0.2	0.485249626773926	0.0824764806271106	0.333470201499556	0.657832016648333	0.324361815148777	0	0	3	0.1	0.236897719020671	0.0404027807822158	0.162659442616865	0.320516557506832	0.157857114889967	0	0	3	0.2	0.526496350666074	0.0900580669934825	0.359341763665617	0.713672467878419	0.354330704212802
